(911.0725806451612, 594.3201612903226)
(897.0483870967741, 580.2959677419356)
(918.0846774193546, 594.3201612903226)
(918.0846774193546, 608.3443548387097)
(946.133064516129, 566.2717741935485)
(946.133064516129, 524.199193548387)
(911.0725806451612, 629.3806451612904)
(988.2056451612902, 566.2717741935485)
(897.0483870967741, 650.4169354838709)
(918.0846774193546, 601.332258064516)
(897.0483870967741, 608.3443548387097)
(883.0241935483871, 636.3927419354839)
(840.9516129032256, 657.4290322580646)
(925.0967741935483, 580.2959677419356)
(869.0, 622.3685483870968)
(869.0, 629.3806451612904)
(840.9516129032256, 601.332258064516)
(861.9879032258063, 615.3564516129034)
(819.9153225806451, 601.332258064516)
(833.9395161290322, 538.2233870967743)
(784.8548387096773, 573.2838709677419)
(707.7217741935483, 524.199193548387)
(742.7822580645161, 608.3443548387097)
(672.6612903225805, 594.3201612903226)
(658.6370967741934, 594.3201612903226)
(672.6612903225805, 489.13870967741946)
(630.5887096774193, 503.16290322580653)
(623.5766129032256, 496.1508064516129)
(630.5887096774193, 468.10241935483873)
(588.516129032258, 545.2354838709678)
(623.5766129032256, 622.3685483870968)
(637.6008064516129, 580.2959677419356)
(581.5040322580644, 552.2475806451614)
