(3111.117943548387, 118.15496471774213)
(3114.039650537634, 123.99837869623661)
(3114.039650537634, 123.99837869623661)
(3112.870967741935, 124.50967741935483)
(3098.8467741935483, 117.49758064516118)
(3098.8467741935483, 103.47338709677433)
(3119.883064516129, 131.52177419354848)
(3070.798387096774, 96.46129032258068)
(3056.774193548387, 110.48548387096798)
(3140.9193548387093, 124.50967741935483)
(3119.883064516129, 117.49758064516118)
(3168.9677419354834, 82.43709677419338)
(3147.931451612903, 124.50967741935483)
(3133.907258064516, 103.47338709677433)
(3147.931451612903, 117.49758064516118)
(3168.9677419354834, 110.48548387096798)
(3147.931451612903, 124.50967741935483)
(3190.0040322580644, 110.48548387096798)
(3175.979838709677, 159.57016129032263)
(3182.9919354838707, 180.60645161290313)
(3182.9919354838707, 138.53387096774213)
(3218.0524193548385, 159.57016129032263)
(3211.040322580645, 131.52177419354848)
(3232.0766129032254, 110.48548387096798)
(3267.137096774193, 173.59435483870993)
(3267.137096774193, 187.61854838709678)
(3267.137096774193, 180.60645161290313)
(3330.245967741935, 236.70322580645143)
(3239.088709677419, 180.60645161290313)
(3232.0766129032254, 187.61854838709678)
(3281.1612903225805, 243.71532258064508)
(3295.1854838709673, 201.64274193548408)
(3393.354838709677, 131.52177419354848)
